"codigo";"municipio";"escola";"modelo";"turmas";"sexo";"idade";"temp.residencia";"area";"bairro";"nome.escola";"frequencia";"fez.aula";"flona";"nota";"aula";"exoticas";"nativas";"origem_exoticas";"origem_nativas";"indice_exoticas";"indice_nativas";"exotica_aves";"exotica_invertebrado";"exotica_mamifero";"exotica_peixe";"exotica_reptil";"nativa_aves";"nativa_invertebrado";"nativa_mamifero";"nativa_peixe";"nativa_reptil"
115;"Silvânia";"Particular";2;7;"Masculino";"17";"17";"Urbana";"conselheiro caetano";"Instituto Auxiliadora";"Frequentemente";"Sim, FLONA";"Sim";6;"Sim";5;1;1;5;1;1;1;1;1;1;1;0;0;0;1;0
117;"Silvânia";"Particular";2;7;"Feminino";"17";"17";"Urbana";"jose senica lobo";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";6,1;"Sim";5;2;4;3;4;0;1;1;1;1;1;0;1;1;0;0
118;"Silvânia";"Particular";2;7;"Feminino";"17";"17";"Urbana";"jorge barroso";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";7,6;"Sim";4;2;1;5;1;2;1;1;1;1;0;0;0;1;1;0
119;"Silvânia";"Particular";2;7;"Masculino";"17";"17";"Rural";"";"Instituto Auxiliadora";"Sempre";"Sim, parque ou trilha";"Não";10;"Sim";5;1;5;3;5;0;1;1;1;1;1;0;1;0;0;0
120;"Silvânia";"Particular";2;7;"Masculino";"17";"17";"Urbana";"centro";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Sim";8,1;"Sim";4;1;5;3;4;0;1;1;1;1;0;0;0;1;0;0
121;"Silvânia";"Particular";2;7;"Feminino";"17";"17";"Urbana";"maria de lourdes";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Sim";8,1;"Não";4;0;4;3;4;0;1;1;1;1;0;0;0;0;0;0
122;"Silvânia";"Particular";2;7;"Feminino";"17";"10";"Urbana";"conselheiro caetano";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Não";5,2;"Não";3;0;4;4;2;0;1;1;1;0;0;0;0;0;0;0
123;"Silvânia";"Particular";2;7;"Feminino";"16";"";"Urbana";"anchieta";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";4,7;"Sim";5;0;5;2;5;0;1;1;1;1;1;0;0;0;0;0
124;"Silvânia";"Particular";2;7;"Masculino";"16";"16";"Urbana";"centro";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Sim";5,6;"Sim";3;1;4;5;2;1;1;0;1;1;0;0;0;0;1;0
125;"Silvânia";"Particular";2;7;"Feminino";"16";"16";"Urbana";"anchieta";"Instituto Auxiliadora";"Frequentemente";"Não fez";"Não";5,1;"Não";4;0;4;4;3;0;1;1;1;1;0;0;0;0;0;0
126;"Silvânia";"Particular";2;7;"Masculino";"";"4";"Urbana";"nossa senhora de fatima";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Sim";4;"Não";3;0;4;4;3;0;1;1;1;0;0;0;0;0;0;0
127;"Silvânia";"Particular";2;7;"Feminino";"16";"16";"Urbana";"centro";"Instituto Auxiliadora";"Frequentemente";"Sim, FLONA";"Sim";4;"Sim";3;0;0;5;0;0;1;1;1;0;0;0;0;0;0;0
128;"Silvânia";"Particular";2;7;"Masculino";"16";"16";"Urbana";"";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Não";8,5;"Sim";5;0;4;4;4;0;1;1;1;1;1;0;0;0;0;0
129;"Silvânia";"Particular";2;7;"Masculino";"17";"17";"Urbana";"maria de lourdes";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Sim";8;"Sim";4;0;3;4;2;0;1;1;1;1;0;0;0;0;0;0
130;"Silvânia";"Particular";2;7;"Masculino";"16";"16";"Urbana";"sao judas tadeu";"Instituto Auxiliadora";"Raramente";"Sim, parque ou trilha";"Sim";2,8;"Sim";4;1;4;3;3;0;1;1;1;1;0;0;0;1;0;0
131;"Silvânia";"Particular";2;7;"Feminino";"17";"3";"Rural";"";"Instituto Auxiliadora";"Sempre";"Não fez";"Não";3,5;"Não";4;0;4;4;4;0;1;1;1;1;0;0;0;0;0;0
132;"Silvânia";"Particular";2;7;"Masculino";"16";"16";"Rural";"";"Instituto Auxiliadora";"Sempre";"Sim, parque ou trilha";"Sim";1,6;"Sim";3;1;4;4;3;1;1;1;1;0;0;0;0;0;1;0
133;"Silvânia";"Particular";2;7;"Feminino";"16";"16";"Urbana";"anchieta";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";3;"Sim";4;0;4;4;4;0;1;1;1;1;0;0;0;0;0;0
134;"Silvânia";"Particular";2;7;"Feminino";"17";"4";"Rural";"";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Não";3,2;"Não";4;0;4;4;3;0;1;1;1;1;0;0;0;0;0;0
135;"Silvânia";"Particular";3;8;"Masculino";"16";"16";"Urbana";"";"Instituto Auxiliadora";"Sempre";"Não fez";"Sim";5;"Não";2;2;1;5;1;2;0;0;0;1;1;1;0;0;0;1
136;"Silvânia";"Particular";3;8;"Feminino";"17";"17";"Urbana";"sao sebastião";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";7,5;"Sim";2;2;1;4;1;2;0;0;0;1;1;0;1;0;0;1
138;"Silvânia";"Particular";3;8;"Feminino";"17";"17";"Urbana";"vianopolis";"Instituto Auxiliadora";"Ás vezes";"Sim, fazenda";"Sim";2,1;"Sim";4;3;3;3;3;2;1;0;1;1;1;1;0;0;1;1
139;"Silvânia";"Particular";3;8;"Masculino";"17";"4";"Urbana";"centro";"Instituto Auxiliadora";"Sempre";"Não fez";"Sim";5,6;"Não";3;2;1;3;1;2;0;1;0;1;1;1;0;0;0;1
140;"Silvânia";"Particular";3;8;"Feminino";"17";"17";"Urbana";"santo antonio";"Instituto Auxiliadora";"Sempre";"Sim, parque ou trilha";"Sim";5,6;"Sim";3;1;1;5;1;1;0;1;0;1;1;1;0;0;0;0
141;"Silvânia";"Particular";3;8;"Masculino";"17";"15";"Urbana";"centro";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Sim";4,6;"Sim";5;2;2;4;2;2;1;1;1;1;1;1;0;0;0;1
142;"Silvânia";"Particular";3;8;"Feminino";"16";"16";"Urbana";"anchieta";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";4,3;"Sim";2;1;1;2;1;0;0;0;0;1;1;1;0;0;0;0
143;"Silvânia";"Particular";3;8;"Masculino";"17";"16";"Urbana";"maria de lourdes";"Instituto Auxiliadora";"Sempre";"Sim, parque ou trilha";"Sim";5,2;"Sim";5;2;2;4;2;2;1;1;1;1;1;1;0;0;0;1
144;"Silvânia";"Particular";3;8;"Feminino";"18";"18";"Urbana";"deco correa";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";3,3;"Sim";2;1;2;2;1;1;0;0;0;1;1;1;0;0;0;0
145;"Silvânia";"Particular";3;8;"Feminino";"16";"16";"Urbana";"sao sebastião";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";5,5;"Sim";3;2;2;4;2;2;0;0;1;1;1;1;0;0;0;1
146;"Silvânia";"Particular";3;8;"Masculino";"17";"17";"Urbana";"pedrinhas";"Instituto Auxiliadora";"Frequentemente";"Sim, outro";"Não";6,6;"Sim";2;3;1;5;1;3;0;0;0;1;1;1;0;0;1;1
147;"Silvânia";"Particular";3;8;"Masculino";"18";"18";"Urbana";"centro";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";9;"Sim";3;1;2;2;2;1;0;0;1;1;1;0;0;0;0;1
148;"Silvânia";"Particular";3;8;"Feminino";"16";"16";"Urbana";"bonfinopolis";"Instituto Auxiliadora";"Frequentemente";"Não fez";"Não";7,1;"Não";4;0;1;3;1;0;1;1;0;1;1;0;0;0;0;0
149;"Silvânia";"Particular";3;8;"Feminino";"19";"";"Urbana";"vianopolis";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Não";2,2;"Não";3;2;3;4;2;2;0;0;1;1;1;1;0;0;0;1
150;"Silvânia";"Particular";3;8;"Masculino";"16";"16";"Urbana";"anchieta";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";1,5;"Sim";2;2;2;4;1;2;0;0;0;1;1;1;0;0;0;1
151;"Silvânia";"Particular";3;8;"Feminino";"17";"17";"Urbana";"centro";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";3,6;"Sim";2;2;2;5;2;2;0;0;1;0;1;1;0;0;0;1
152;"Silvânia";"Particular";3;8;"Feminino";"17";"11";"Urbana";"pedrinhas";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Não";4,7;"Não";3;1;2;3;2;1;0;1;1;1;0;1;0;0;0;0
153;"Silvânia";"Particular";3;8;"Feminino";"17";"17";"Urbana";"bonfim";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Sim";4,2;"Não";4;2;2;5;2;2;0;1;1;1;1;1;0;0;0;1
154;"Silvânia";"Particular";3;8;"Feminino";"16";"16";"Urbana";"vianopolis";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Sim";4,1;"Não";4;2;2;5;2;2;1;0;1;1;1;1;0;0;0;1
155;"Silvânia";"Particular";3;8;"Feminino";"16";"12";"Urbana";"jorge barroso";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Não";3,5;"Sim";2;1;1;2;1;1;1;0;0;1;0;0;0;0;1;0
156;"Silvânia";"Particular";3;8;"Feminino";"17";"15";"Urbana";"maria de lourdes";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";3,5;"Sim";3;1;1;4;1;1;0;1;0;1;1;0;0;0;0;1
157;"Silvânia";"Particular";3;8;"Feminino";"17";"8";"Urbana";"pedrinhas";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Sim";6,2;"Sim";4;2;3;4;3;2;0;1;1;1;1;1;0;0;0;1
158;"Silvânia";"Particular";3;8;"Masculino";"17";"6";"Urbana";"pedrinhas";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Sim";7,5;"Sim";2;1;3;2;1;1;1;0;0;0;1;1;0;0;0;0
159;"Silvânia";"Particular";3;8;"Feminino";"16";"13";"Urbana";"maria de lourdes";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Não";8;"Sim";2;2;2;3;1;2;0;0;0;1;1;1;0;0;1;0
160;"Silvânia";"Particular";3;8;"Feminino";"16";"16";"Urbana";"maria de lourdes";"Instituto Auxiliadora";"Frequentemente";"Sim, outro";"Sim";7,5;"Sim";3;1;1;2;1;1;0;1;0;1;1;1;0;0;0;0
161;"Silvânia";"Particular";3;8;"Feminino";"16";"16";"Urbana";"anchieta";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Sim";5,1;"Não";3;2;2;5;2;2;0;0;1;1;1;1;0;0;0;1
162;"Silvânia";"Particular";3;8;"Masculino";"16";"1";"Urbana";"";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Não";1,5;"Não";2;1;2;4;1;1;0;0;0;1;1;1;0;0;0;0
163;"Silvânia";"Particular";4;9;"Masculino";"";"";"Urbana";"nossa senhora de fatima";"Instituto Auxiliadora";"Ás vezes";"Sim, FLONA";"Sim";4,6;"Sim";3;3;3;4;1;2;1;1;1;0;0;0;1;0;1;1
164;"Silvânia";"Particular";4;9;"Feminino";"16";"16";"Urbana";"centro";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";6;"Sim";5;3;3;3;3;3;1;1;1;1;1;0;1;0;1;1
165;"Silvânia";"Particular";4;9;"Masculino";"17";"15";"Urbana";"alonso batista";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Sim";5,5;"Sim";5;3;3;5;3;3;1;1;1;1;1;0;0;1;1;1
166;"Silvânia";"Particular";4;9;"Masculino";"16";"16";"Urbana";"pedrinhas";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";4;"Sim";5;3;4;5;4;3;1;1;1;1;1;0;0;1;1;1
167;"Silvânia";"Particular";4;9;"Masculino";"17";"17";"Urbana";"pedrinhas";"Instituto Auxiliadora";"Frequentemente";"Não fez";"Sim";5;"Não";5;3;3;5;3;3;1;1;1;1;1;0;0;1;1;1
168;"Silvânia";"Particular";4;9;"Masculino";"16";"16";"Urbana";"deco correa";"Instituto Auxiliadora";"Frequentemente";"Sim, FLONA";"Sim";3,5;"Sim";5;3;4;4;4;3;1;1;1;1;1;0;1;0;1;1
169;"Silvânia";"Particular";4;9;"Feminino";"16";"16";"Urbana";"nossa senhora de fatima";"Instituto Auxiliadora";"Sempre";"Sim, parque ou trilha";"Sim";4,6;"Sim";5;3;3;5;3;3;1;1;1;1;1;0;1;0;1;1
170;"Silvânia";"Particular";4;9;"Feminino";"17";"17";"Urbana";"maria de lourdes";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";3,5;"Sim";5;3;4;5;4;3;1;1;1;1;1;0;0;1;1;1
171;"Silvânia";"Particular";4;9;"Feminino";"17";"17";"Urbana";"anchieta";"Instituto Auxiliadora";"Ás vezes";"Sim, FLONA";"Sim";8,1;"Sim";4;2;1;4;1;2;1;0;1;1;1;0;1;0;1;0
172;"Silvânia";"Particular";4;9;"Feminino";"16";"16";"Urbana";"nossa senhora de fatima";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";8;"Sim";5;3;4;5;4;3;1;1;1;1;1;0;0;1;1;1
173;"Silvânia";"Particular";4;9;"Feminino";"16";"";"Urbana";"pedrinhas";"Instituto Auxiliadora";"Sempre";"Sim, parque ou trilha";"Sim";6;"Sim";5;3;3;4;3;3;1;1;1;1;1;0;1;0;1;1
174;"Silvânia";"Particular";4;9;"Feminino";"17";"17";"Urbana";"nossa senhora de fatima";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";3,5;"Sim";2;2;3;4;1;2;0;1;1;0;0;0;0;1;1;0
175;"Silvânia";"Particular";4;9;"Masculino";"16";"16";"Urbana";"centro";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Sim";8;"Sim";4;2;3;5;3;2;1;0;1;1;1;0;0;0;1;1
176;"Silvânia";"Particular";4;9;"Masculino";"17";"14";"Urbana";"nossa senhora de fatima";"Instituto Auxiliadora";"Raramente";"Sim, parque ou trilha";"Sim";5;"Sim";4;3;2;4;2;2;1;0;1;1;1;0;0;1;1;1
177;"Silvânia";"Particular";4;9;"Feminino";"16";"";"Urbana";"beira lago";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Não";8;"Não";3;4;1;5;1;4;0;0;1;1;1;0;1;1;1;1
178;"Silvânia";"Particular";4;9;"Feminino";"17";"16";"Urbana";"maria de lourdes";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";5,5;"Sim";4;2;3;4;3;2;0;1;1;1;1;0;0;0;1;1
179;"Silvânia";"Particular";4;9;"Feminino";"15";"15";"Urbana";"centro";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Não";5,2;"Sim";4;2;4;5;4;2;1;0;1;1;1;0;0;0;1;1
180;"Silvânia";"Particular";4;9;"Masculino";"17";"13";"Urbana";"nossa senhora de fatima";"Instituto Auxiliadora";"Ás vezes";"Sim, parque ou trilha";"Não";4,7;"Sim";4;1;0;5;0;1;0;1;1;1;1;0;0;0;1;0
181;"Silvânia";"Particular";4;9;"Feminino";"16";"15";"Urbana";"anchieta";"Instituto Auxiliadora";"Frequentemente";"Sim, parque ou trilha";"Sim";6;"Sim";4;2;4;3;4;1;0;1;1;1;1;0;1;1;0;0
182;"Silvânia";"Particular";4;9;"Feminino";"16";"16";"Rural";"maria de lourdes";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Sim";4,7;"Não";4;3;5;4;4;2;1;0;1;1;1;0;1;0;1;1
183;"Silvânia";"Particular";4;9;"Feminino";"16";"14";"Rural";"leopoldo de bulhoes";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Não";6,8;"Não";4;0;1;4;1;0;1;1;1;1;0;0;0;0;0;0
184;"Silvânia";"Particular";4;9;"Feminino";"16";"16";"Urbana";"santo antonio";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Não";5,2;"Não";3;2;3;3;2;1;1;0;1;1;0;0;0;0;1;1
185;"Silvânia";"Particular";4;9;"Masculino";"18";"2";"Urbana";"nossa senhora de fatima";"Instituto Auxiliadora";"Ás vezes";"Não fez";"Sim";5,7;"Não";5;2;2;4;2;1;1;1;1;1;1;0;0;1;0;1
186;"Bela Vista de Goiás";"Particular";1;10;"Masculino";"16";"16";"Urbana";"santa cruz";"Colégio Exodo";"Frequentemente";"Sim, parque ou trilha";"Não se aplica";3,5;"Sim";2;2;2;4;1;2;0;1;1;0;0;1;0;1;0;0
187;"Bela Vista de Goiás";"Particular";1;10;"Masculino";"17";"";"Rural";"";"Colégio Exodo";"Sempre";"Não fez";"Não se aplica";6,5;"Não";4;4;2;4;2;4;1;1;1;1;0;1;1;1;0;1
188;"Bela Vista de Goiás";"Particular";1;10;"Feminino";"17";"12";"Urbana";"portal sul";"Colégio Exodo";"Frequentemente";"Sim, zoologico";"Não se aplica";0;"Sim";5;3;3;5;3;3;1;1;1;1;1;1;0;1;1;0
189;"Bela Vista de Goiás";"Particular";1;10;"Masculino";"16";"16";"Urbana";"portal sul";"Colégio Exodo";"Frequentemente";"Sim, parque ou trilha";"Não se aplica";7,5;"Sim";4;2;4;4;3;2;1;1;1;0;1;1;0;1;0;0
190;"Bela Vista de Goiás";"Particular";1;10;"Masculino";"17";"17";"Urbana";"vereda dos buritis";"Colégio Exodo";"Sempre";"Sim, fazenda";"Não se aplica";3;"Sim";4;2;4;4;3;2;1;1;1;0;1;1;0;1;0;0
191;"Bela Vista de Goiás";"Particular";1;10;"Feminino";"15";"15";"Urbana";"centro";"Colégio Exodo";"Frequentemente";"Sim, fazenda";"Não se aplica";5,2;"Sim";4;2;3;5;3;2;1;1;1;1;0;1;0;1;0;0
192;"Bela Vista de Goiás";"Particular";1;10;"Masculino";"16";"16";"Urbana";"centro";"Colégio Exodo";"Frequentemente";"Sim, parque ou trilha";"Não se aplica";5,2;"Sim";4;2;4;5;3;2;0;1;1;1;1;1;0;1;0;0
193;"Bela Vista de Goiás";"Particular";1;10;"Masculino";"16";"16";"Rural";"";"Colégio Exodo";"Sempre";"Não fez";"Não se aplica";4;"Não";4;2;4;5;4;2;1;1;1;1;0;1;0;1;0;0
194;"Bela Vista de Goiás";"Particular";1;10;"Masculino";"16";"16";"Urbana";"sao jorge";"Colégio Exodo";"Frequentemente";"Não fez";"Não se aplica";4,5;"Não";4;2;3;4;2;2;1;1;1;1;0;1;0;1;0;0
195;"Bela Vista de Goiás";"Particular";1;10;"Feminino";"15";"15";"Urbana";"centro";"Colégio Exodo";"Frequentemente";"Sim, fazenda";"Não se aplica";5,5;"Sim";3;2;1;5;1;2;1;1;1;0;0;0;0;1;0;1
196;"Bela Vista de Goiás";"Particular";1;10;"Masculino";"16";"8";"Urbana";"via flores";"Colégio Exodo";"Ás vezes";"Sim, fazenda";"Não se aplica";7,6;"Sim";4;2;0;5;0;2;1;1;1;1;0;1;0;1;0;0
197;"Bela Vista de Goiás";"Particular";1;10;"Feminino";"";"8";"Urbana";"";"Colégio Exodo";"Ás vezes";"Não fez";"Não se aplica";5,2;"Não";4;4;1;5;1;4;1;1;1;0;1;1;1;1;0;1
198;"Bela Vista de Goiás";"Particular";2;10;"Masculino";"17";"1";"Urbana";"";"Colégio Exodo";"Frequentemente";"Não fez";"Não se aplica";4,5;"Não";4;0;4;4;4;0;1;1;1;1;0;0;0;0;0;0
199;"Bela Vista de Goiás";"Particular";2;10;"Masculino";"";"10";"Urbana";"perola do sul";"Colégio Exodo";"Ás vezes";"Não fez";"Não se aplica";4;"Não";3;0;3;4;3;0;0;1;1;1;0;0;0;0;0;0
200;"Bela Vista de Goiás";"Particular";2;10;"Feminino";"16";"16";"Urbana";"centro";"Colégio Exodo";"Ás vezes";"Sim, parque ou trilha";"Não se aplica";7,5;"Sim";3;0;4;3;2;0;1;1;1;0;0;0;0;0;0;0
201;"Bela Vista de Goiás";"Particular";2;10;"Masculino";"15";"15";"Urbana";"vila multirao";"Colégio Exodo";"Ás vezes";"Não fez";"Não se aplica";4,5;"Não";3;0;2;4;2;0;1;0;1;1;0;0;0;0;0;0
202;"Bela Vista de Goiás";"Particular";2;10;"Feminino";"16";"6";"Urbana";"maria nadir";"Colégio Exodo";"Frequentemente";"Não fez";"Não se aplica";4;"Não";4;0;3;4;3;0;1;1;1;1;0;0;0;0;0;0
203;"Bela Vista de Goiás";"Particular";2;10;"Feminino";"16";"13";"Urbana";"sao geraldo";"Colégio Exodo";"Ás vezes";"Sim, parque ou trilha";"Não se aplica";8,2;"Sim";3;0;3;3;1;0;1;0;1;1;0;0;0;0;0;0
204;"Bela Vista de Goiás";"Particular";2;10;"Feminino";"16";"16";"Urbana";"centro";"Colégio Exodo";"Frequentemente";"Não fez";"Não se aplica";6,5;"Não";4;0;4;4;3;0;1;1;1;1;0;0;0;0;0;0
205;"Bela Vista de Goiás";"Particular";2;10;"Masculino";"16";"16";"Urbana";"centro";"Colégio Exodo";"Frequentemente";"Sim, fazenda";"Não se aplica";3,5;"Sim";4;0;3;5;3;0;1;1;1;1;0;0;0;0;0;0
206;"Bela Vista de Goiás";"Particular";2;10;"Masculino";"16";"16";"Urbana";"sao geraldo";"Colégio Exodo";"Ás vezes";"Não fez";"Não se aplica";8,5;"Não";4;0;4;3;4;0;1;1;1;1;0;0;0;0;0;0
207;"Bela Vista de Goiás";"Particular";2;10;"Masculino";"16";"";"Urbana";"sao jorge";"Colégio Exodo";"Frequentemente";"Sim, fazenda";"Não se aplica";4;"Sim";4;0;3;5;2;0;1;1;1;1;0;0;0;0;0;0
208;"Bela Vista de Goiás";"Particular";3;11;"Feminino";"17";"13";"Urbana";"";"Colégio Exodo";"Sempre";"Não fez";"Não se aplica";3,3;"Não";5;2;2;5;2;2;1;1;1;1;1;1;0;0;0;1
209;"Bela Vista de Goiás";"Particular";3;11;"Masculino";"16";"16";"Urbana";"centro";"Colégio Exodo";"Raramente";"Sim, fazenda";"Não se aplica";2,8;"Sim";3;2;2;3;1;1;1;1;0;0;1;1;0;0;0;1
210;"Bela Vista de Goiás";"Particular";3;11;"Masculino";"17";"17";"Urbana";"centro";"Colégio Exodo";"Frequentemente";"Não fez";"Não se aplica";3,7;"Não";3;3;2;3;2;2;0;1;0;1;1;1;1;0;0;1
211;"Bela Vista de Goiás";"Particular";3;11;"Feminino";"17";"17";"Urbana";"las vegas";"Colégio Exodo";"Frequentemente";"Sim, parque ou trilha";"Não se aplica";2,1;"Sim";4;2;2;5;2;2;0;1;1;1;1;1;0;0;0;1
212;"Bela Vista de Goiás";"Particular";3;11;"Feminino";"16";"16";"Urbana";"centro";"Colégio Exodo";"Frequentemente";"Sim, parque ou trilha";"Não se aplica";3,2;"Sim";2;2;2;4;2;2;0;0;0;1;1;1;0;0;0;1
213;"Bela Vista de Goiás";"Particular";3;11;"Masculino";"16";"16";"Urbana";"";"Colégio Exodo";"Frequentemente";"Não fez";"Não se aplica";5;"Não";3;2;1;4;1;1;0;1;0;1;1;1;0;0;0;1
214;"Bela Vista de Goiás";"Particular";3;11;"Masculino";"16";"16";"Urbana";"";"Colégio Exodo";"Ás vezes";"Sim, fazenda";"Não se aplica";4,5;"Sim";4;1;2;5;2;1;1;0;1;1;1;1;0;0;0;0
215;"Bela Vista de Goiás";"Particular";3;11;"Feminino";"15";"7";"Urbana";"perola do sul";"Colégio Exodo";"Ás vezes";"Não fez";"Não se aplica";3,3;"Não";4;2;1;5;1;2;1;1;0;1;1;1;0;0;0;1
216;"Bela Vista de Goiás";"Particular";3;11;"Feminino";"16";"16";"Urbana";"centro";"Colégio Exodo";"Frequentemente";"Sim, outro";"Não se aplica";5,2;"Sim";2;2;1;4;1;2;0;1;0;0;1;1;0;0;0;1
217;"Bela Vista de Goiás";"Particular";3;11;"Masculino";"17";"17";"Urbana";"sao jorge";"Colégio Exodo";"Sempre";"Sim, parque ou trilha";"Não se aplica";4;"Sim";3;2;2;3;1;1;0;1;0;1;1;1;0;0;0;1
218;"Bela Vista de Goiás";"Particular";3;11;"Masculino";"16";"1";"Urbana";"centro";"Colégio Exodo";"Frequentemente";"Não fez";"Não se aplica";3;"Não";4;2;2;4;2;2;0;1;1;1;1;1;0;0;0;1
219;"Bela Vista de Goiás";"Particular";4;11;"Masculino";"16";"8";"Urbana";"centro";"Colégio Exodo";"Ás vezes";"Não fez";"Não se aplica";5,2;"Não";3;3;2;5;2;3;0;0;1;1;1;0;1;0;1;1
220;"Bela Vista de Goiás";"Particular";4;11;"Masculino";"16";"";"Rural";"portal sul";"Colégio Exodo";"Frequentemente";"Sim, fazenda";"Não se aplica";3;"Sim";4;2;3;3;3;1;1;0;1;1;1;0;1;0;0;1
221;"Bela Vista de Goiás";"Particular";4;11;"Feminino";"16";"16";"Urbana";"dona benedita";"Colégio Exodo";"Frequentemente";"Sim, memorial do cerrado";"Não se aplica";9;"Sim";5;3;2;5;2;3;1;1;1;1;1;0;0;1;1;1
223;"Bela Vista de Goiás";"Particular";4;11;"Feminino";"15";"5";"Urbana";"ulisses guimaraes";"Colégio Exodo";"Ás vezes";"Sim, fazenda";"Não se aplica";6;"Sim";5;4;5;5;5;4;1;1;1;1;1;0;1;1;1;1
223;"Bela Vista de Goiás";"Particular";4;11;"Masculino";"16";"16";"Urbana";"sao geraldo";"Colégio Exodo";"Sempre";"Sim, zoologico";"Não se aplica";NA;"Sim";5;4;5;5;5;4;1;1;1;1;1;0;1;1;1;1
224;"Bela Vista de Goiás";"Particular";4;11;"Feminino";"16";"12";"Urbana";"centro";"Colégio Exodo";"Ás vezes";"Não fez";"Não se aplica";6,5;"Não";4;2;1;3;1;2;1;0;1;1;1;0;0;0;1;1
225;"Bela Vista de Goiás";"Particular";4;11;"Feminino";"15";"15";"Urbana";"";"Colégio Exodo";"Ás vezes";"Sim, fazenda";"Não se aplica";6;"Sim";5;2;3;5;3;2;1;1;1;1;1;0;0;0;1;1
226;"Bela Vista de Goiás";"Particular";4;11;"Feminino";"17";"17";"Urbana";"são geraldo";"Colégio Exodo";"Frequentemente";"Não fez";"Não se aplica";4,7;"Não";3;2;3;5;2;2;1;0;0;1;1;0;0;0;1;1
227;"Bela Vista de Goiás";"Particular";4;11;"Feminino";"17";"17";"Urbana";"maria nadira";"Colégio Exodo";"Ás vezes";"Não fez";"Não se aplica";3,8;"Não";5;3;1;4;1;3;1;1;1;1;1;0;1;0;1;1
228;"Bela Vista de Goiás";"Particular";4;11;"Masculino";"16";"12";"Urbana";"las vegas";"Colégio Exodo";"Frequentemente";"Não fez";"Não se aplica";3,3;"Não";5;3;2;5;2;3;1;1;1;1;1;0;1;0;1;1
229;"Bela Vista de Goiás";"Particular";4;11;"Feminino";"16";"16";"Urbana";"primavera";"Colégio Exodo";"Ás vezes";"Não fez";"Não se aplica";0;"Não";5;3;0;5;0;3;1;1;1;1;1;0;1;0;1;1
230;"Bela Vista de Goiás";"Particular";4;11;"Masculino";"16";"16";"Urbana";"luci";"Colégio Exodo";"Frequentemente";"Sim, fazenda";"Não se aplica";3,7;"Sim";4;2;4;3;3;1;0;1;1;1;1;0;0;0;1;1
